gene_id,name,chrom,start,end,strand,length_bp,source_sheet,source_row,source_chrom,source_start,source_end
hyfR:2611900-2613912:+,hyfR,NC_000913.3,2611899,2613912,+,2013,Supplementary Table 1,3336,MG1655,2611900,2613912
ttcA:1411013-1411948:-,ttcA,NC_000913.3,1411012,1411948,-,936,Supplementary Table 1,3337,MG1655,1411013,1411948
ydhF:1724736-1725632:-,ydhF,NC_000913.3,1724735,1725632,-,897,Supplementary Table 1,3338,MG1655,1724736,1725632
ccmC:2295583-2296320:-,ccmC,NC_000913.3,2295582,2296320,-,738,Supplementary Table 1,3339,MG1655,2295583,2296320
ygiM:3201207-3201827:+,ygiM,NC_000913.3,3201206,3201827,+,621,Supplementary Table 1,3340,MG1655,3201207,3201827
yicT:3836425-3836556:+,yicT,NC_000913.3,3836424,3836556,+,132,Supplementary Table 1,3341,MG1655,3836425,3836556
ygjP:3235960-3236463:+,ygjP,NC_000913.3,3235959,3236463,+,504,Supplementary Table 1,3342,MG1655,3235960,3236463
ldrD:3699980-3700087:-,ldrD,NC_000913.3,3699979,3700087,-,108,Supplementary Table 1,3343,MG1655,3699980,3700087
ybcI:556032-556553:-,ybcI,NC_000913.3,556031,556553,-,522,Supplementary Table 1,3344,MG1655,556032,556553
yeaQ:1879007-1879255:-,yeaQ,NC_000913.3,1879006,1879255,-,249,Supplementary Table 1,3345,MG1655,1879007,1879255
yhcE:3365185-3365551:+,yhcE,NC_000913.3,3365184,3365551,+,367,Supplementary Table 1,3346,MG1655,3365185,3365551
yhcE:3366751-3366929:+,yhcE,NC_000913.3,3366750,3366929,+,179,Supplementary Table 1,3347,MG1655,3366751,3366929
phnL:4317215-4317895:-,phnL,NC_000913.3,4317214,4317895,-,681,Supplementary Table 1,3348,MG1655,4317215,4317895
yidH:3855960-3856307:-,yidH,NC_000913.3,3855959,3856307,-,348,Supplementary Table 1,3349,MG1655,3855960,3856307
emrB:2812616-2814154:+,emrB,NC_000913.3,2812615,2814154,+,1539,Supplementary Table 1,3350,MG1655,2812616,2814154
gspO:3465543-3466220:+,gspO,NC_000913.3,3465542,3466220,+,678,Supplementary Table 1,3351,MG1655,3465543,3466220
fadB:4028782-4030971:-,fadB,NC_000913.3,4028781,4030971,-,2190,Supplementary Table 1,3352,MG1655,4028782,4030971
yibH:3770243-3771379:-,yibH,NC_000913.3,3770242,3771379,-,1137,Supplementary Table 1,3353,MG1655,3770243,3771379
hofN:3521433-3521972:-,hofN,NC_000913.3,3521432,3521972,-,540,Supplementary Table 1,3354,MG1655,3521433,3521972
peaD:566376-566687:+,peaD,NC_000913.3,566375,566687,+,312,Supplementary Table 1,3355,MG1655,566376,566687
yidF:3855114-3855611:-,yidF,NC_000913.3,3855113,3855611,-,498,Supplementary Table 1,3356,MG1655,3855114,3855611
soxS:4277060-4277383:-,soxS,NC_000913.3,4277059,4277383,-,324,Supplementary Table 1,3357,MG1655,4277060,4277383
panF:3407607-3409058:+,panF,NC_000913.3,3407606,3409058,+,1452,Supplementary Table 1,3358,MG1655,3407607,3409058
ryjA:4277927-4278066:-,ryjA,NC_000913.3,4277926,4278066,-,140,Supplementary Table 1,3359,MG1655,4277927,4278066
btuR:1327767-1328357:-,btuR,NC_000913.3,1327766,1328357,-,591,Supplementary Table 1,3360,MG1655,1327767,1328357
ybgO:747921-748982:-,ybgO,NC_000913.3,747920,748982,-,1062,Supplementary Table 1,3361,MG1655,747921,748982
yjjU:4612411-4613484:+,yjjU,NC_000913.3,4612410,4613484,+,1074,Supplementary Table 1,3362,MG1655,4612411,4613484
ykfM:238257-238736:-,ykfM,NC_000913.3,238256,238736,-,480,Supplementary Table 1,3363,MG1655,238257,238736
pflC:4146258-4147136:+,pflC,NC_000913.3,4146257,4147136,+,879,Supplementary Table 1,3364,MG1655,4146258,4147136
lysY:781147-781222:+,lysY,NC_000913.3,781146,781222,+,76,Supplementary Table 1,3365,MG1655,781147,781222
minE:1224279-1224545:-,minE,NC_000913.3,1224278,1224545,-,267,Supplementary Table 1,3366,MG1655,1224279,1224545
nrfE:4291512-4293170:+,nrfE,NC_000913.3,4291511,4293170,+,1659,Supplementary Table 1,3367,MG1655,4291512,4293170
stfP:1207501-1208130:+,stfP,NC_000913.3,1207500,1208130,+,630,Supplementary Table 1,3368,MG1655,1207501,1208130
ydiU:1789808-1791244:-,ydiU,NC_000913.3,1789807,1791244,-,1437,Supplementary Table 1,3369,MG1655,1789808,1791244
yjiS:4571751-4571915:+,yjiS,NC_000913.3,4571750,4571915,+,165,Supplementary Table 1,3370,MG1655,4571751,4571915
ymdE:1095505-1095846:+,ymdE,NC_000913.3,1095504,1095846,+,342,Supplementary Table 1,3371,MG1655,1095505,1095846
yneF:1610907-1611854:-,yneF,NC_000913.3,1610906,1611854,-,948,Supplementary Table 1,3372,MG1655,1610907,1611854
hisA:2095125-2095862:+,hisA,NC_000913.3,2095124,2095862,+,738,Supplementary Table 1,3373,MG1655,2095125,2095862
purB:1190616-1191986:-,purB,NC_000913.3,1190615,1191986,-,1371,Supplementary Table 1,3374,MG1655,1190616,1191986
mlrA:2214866-2215597:+,mlrA,NC_000913.3,2214865,2215597,+,732,Supplementary Table 1,3375,MG1655,2214866,2215597
nirB:3494011-3496554:+,nirB,NC_000913.3,3494010,3496554,+,2544,Supplementary Table 1,3376,MG1655,3494011,3496554
nuoJ:2395342-2395896:-,nuoJ,NC_000913.3,2395341,2395896,-,555,Supplementary Table 1,3377,MG1655,2395342,2395896
yoaE:1900029-1901585:-,yoaE,NC_000913.3,1900028,1901585,-,1557,Supplementary Table 1,3378,MG1655,1900029,1901585
entC:624885-626060:+,entC,NC_000913.3,624884,626060,+,1176,Supplementary Table 1,3379,MG1655,624885,626060
phnF:4321697-4322422:-,phnF,NC_000913.3,4321696,4322422,-,726,Supplementary Table 1,3380,MG1655,4321697,4322422
ydjF:1854096-1854854:-,ydjF,NC_000913.3,1854095,1854854,-,759,Supplementary Table 1,3381,MG1655,1854096,1854854
yfhH:2698759-2699607:+,yfhH,NC_000913.3,2698758,2699607,+,849,Supplementary Table 1,3382,MG1655,2698759,2699607
ykfK:266776-266967:-,ykfK,NC_000913.3,266775,266967,-,192,Supplementary Table 1,3383,MG1655,266776,266967
yphG:2679464-2682745:-,yphG,NC_000913.3,2679463,2682745,-,3282,Supplementary Table 1,3384,MG1655,2679464,2682745
hyaD:1035770-1036357:+,hyaD,NC_000913.3,1035769,1036357,+,588,Supplementary Table 1,3385,MG1655,1035770,1036357
suhB:2663442-2664245:+,suhB,NC_000913.3,2663441,2664245,+,804,Supplementary Table 1,3386,MG1655,2663442,2664245
folE:2242984-2243652:-,folE,NC_000913.3,2242983,2243652,-,669,Supplementary Table 1,3387,MG1655,2242984,2243652
glgS:3191739-3191939:-,glgS,NC_000913.3,3191738,3191939,-,201,Supplementary Table 1,3388,MG1655,3191739,3191939
glgX:3569346-3571319:-,glgX,NC_000913.3,3569345,3571319,-,1974,Supplementary Table 1,3389,MG1655,3569346,3571319
yhhY:3581138-3581626:+,yhhY,NC_000913.3,3581137,3581626,+,489,Supplementary Table 1,3390,MG1655,3581138,3581626
rhtB:4008439-4009059:-,rhtB,NC_000913.3,4008438,4009059,-,621,Supplementary Table 1,3391,MG1655,4008439,4009059
ycfL:1162247-1162624:+,ycfL,NC_000913.3,1162246,1162624,+,378,Supplementary Table 1,3392,MG1655,1162247,1162624
ubiA:4253016-4253888:+,ubiA,NC_000913.3,4253015,4253888,+,873,Supplementary Table 1,3393,MG1655,4253016,4253888
ybiO:843255-845480:-,ybiO,NC_000913.3,843254,845480,-,2226,Supplementary Table 1,3394,MG1655,843255,845480
asr:1671376-1671684:+,asr,NC_000913.3,1671375,1671684,+,309,Supplementary Table 1,3395,MG1655,1671376,1671684
rcsD:2313488-2316160:+,rcsD,NC_000913.3,2313487,2316160,+,2673,Supplementary Table 1,3396,MG1655,2313488,2316160
mpl:4455785-4457158:+,mpl,NC_000913.3,4455784,4457158,+,1374,Supplementary Table 1,3397,MG1655,4455785,4457158
pheS:1797959-1798942:-,pheS,NC_000913.3,1797958,1798942,-,984,Supplementary Table 1,3398,MG1655,1797959,1798942
prmC:1266094-1266927:+,prmC,NC_000913.3,1266093,1266927,+,834,Supplementary Table 1,3399,MG1655,1266094,1266927
sohB:1329332-1330381:+,sohB,NC_000913.3,1329331,1330381,+,1050,Supplementary Table 1,3400,MG1655,1329332,1330381
ilvH:87357-87848:+,ilvH,NC_000913.3,87356,87848,+,492,Supplementary Table 1,3401,MG1655,87357,87848
proC:404835-405644:-,proC,NC_000913.3,404834,405644,-,810,Supplementary Table 1,3402,MG1655,404835,405644
yafK:245065-245805:-,yafK,NC_000913.3,245064,245805,-,741,Supplementary Table 1,3403,MG1655,245065,245805
cirA:2244778-2246769:-,cirA,NC_000913.3,2244777,2246769,-,1992,Supplementary Table 1,3404,MG1655,2244778,2246769
nikC:3616182-3617015:+,nikC,NC_000913.3,3616181,3617015,+,834,Supplementary Table 1,3405,MG1655,3616182,3617015
recR:494405-495010:+,recR,NC_000913.3,494404,495010,+,606,Supplementary Table 1,3406,MG1655,494405,495010
yffQ:2563592-2563969:+,yffQ,NC_000913.3,2563591,2563969,+,378,Supplementary Table 1,3407,MG1655,2563592,2563969
plsB:4254043-4256466:-,plsB,NC_000913.3,4254042,4256466,-,2424,Supplementary Table 1,3408,MG1655,4254043,4256466
bssR:878248-878631:+,bssR,NC_000913.3,878247,878631,+,384,Supplementary Table 1,3409,MG1655,878248,878631
gspB:3453508-3453927:-,gspB,NC_000913.3,3453507,3453927,-,420,Supplementary Table 1,3410,MG1655,3453508,3453927
ccmB:2296362-2297024:-,ccmB,NC_000913.3,2296361,2297024,-,663,Supplementary Table 1,3411,MG1655,2296362,2297024
gpsA:3782642-3783661:-,gpsA,NC_000913.3,3782641,3783661,-,1020,Supplementary Table 1,3412,MG1655,3782642,3783661
fadE:240859-243303:-,fadE,NC_000913.3,240858,243303,-,2445,Supplementary Table 1,3413,MG1655,240859,243303
helD:1024471-1026525:+,helD,NC_000913.3,1024470,1026525,+,2055,Supplementary Table 1,3414,MG1655,1024471,1026525
mokA:3720448-3720632:-,mokA,NC_000913.3,3720447,3720632,-,185,Supplementary Table 1,3415,MG1655,3720448,3720632
ynfE:1658069-1660495:+,ynfE,NC_000913.3,1658068,1660495,+,2427,Supplementary Table 1,3416,MG1655,1658069,1660495
yfcC:2417081-2418601:+,yfcC,NC_000913.3,2417080,2418601,+,1521,Supplementary Table 1,3417,MG1655,2417081,2418601
nudL:1896170-1896748:+,nudL,NC_000913.3,1896169,1896748,+,579,Supplementary Table 1,3418,MG1655,1896170,1896748
yfaY:2362431-2363633:-,yfaY,NC_000913.3,2362430,2363633,-,1203,Supplementary Table 1,3419,MG1655,2362431,2363633
yeiQ:2266245-2267711:+,yeiQ,NC_000913.3,2266244,2267711,+,1467,Supplementary Table 1,3420,MG1655,2266245,2267711
rnhA:235535-236002:-,rnhA,NC_000913.3,235534,236002,-,468,Supplementary Table 1,3421,MG1655,235535,236002
yejG:2277893-2278237:-,yejG,NC_000913.3,2277892,2278237,-,345,Supplementary Table 1,3422,MG1655,2277893,2278237
mngR:765153-765875:-,mngR,NC_000913.3,765152,765875,-,723,Supplementary Table 1,3423,MG1655,765153,765875
yfbR:2408862-2409461:+,yfbR,NC_000913.3,2408861,2409461,+,600,Supplementary Table 1,3424,MG1655,2408862,2409461
yffN:2561625-2561993:+,yffN,NC_000913.3,2561624,2561993,+,369,Supplementary Table 1,3425,MG1655,2561625,2561993
zraR:4203320-4204645:+,zraR,NC_000913.3,4203319,4204645,+,1326,Supplementary Table 1,3426,MG1655,4203320,4204645
fliT:2005713-2006078:+,fliT,NC_000913.3,2005712,2006078,+,366,Supplementary Table 1,3427,MG1655,2005713,2006078
dedD:2431022-2431684:-,dedD,NC_000913.3,2431021,2431684,-,663,Supplementary Table 1,3428,MG1655,2431022,2431684
hcaF:2670390-2670908:+,hcaF,NC_000913.3,2670389,2670908,+,519,Supplementary Table 1,3429,MG1655,2670390,2670908
bsmA:4416441-4416770:-,bsmA,NC_000913.3,4416440,4416770,-,330,Supplementary Table 1,3430,MG1655,4416441,4416770
blc:4377189-4377722:-,blc,NC_000913.3,4377188,4377722,-,534,Supplementary Table 1,3431,MG1655,4377189,4377722
sixA:2456327-2456812:-,sixA,NC_000913.3,2456326,2456812,-,486,Supplementary Table 1,3432,MG1655,2456327,2456812
yhfW:3508587-3509813:-,yhfW,NC_000913.3,3508586,3509813,-,1227,Supplementary Table 1,3433,MG1655,3508587,3509813
hldD:3793987-3794919:+,hldD,NC_000913.3,3793986,3794919,+,933,Supplementary Table 1,3434,MG1655,3793987,3794919
pck:3532818-3534440:+,pck,NC_000913.3,3532817,3534440,+,1623,Supplementary Table 1,3435,MG1655,3532818,3534440
mhpA:368611-370275:+,mhpA,NC_000913.3,368610,370275,+,1665,Supplementary Table 1,3436,MG1655,368611,370275
paoC:298736-300934:-,paoC,NC_000913.3,298735,300934,-,2199,Supplementary Table 1,3437,MG1655,298736,300934
ybcO:573084-573374:+,ybcO,NC_000913.3,573083,573374,+,291,Supplementary Table 1,3438,MG1655,573084,573374
ymgA:1216068-1216340:+,ymgA,NC_000913.3,1216067,1216340,+,273,Supplementary Table 1,3439,MG1655,1216068,1216340
ubiX:2428057-2428626:-,ubiX,NC_000913.3,2428056,2428626,-,570,Supplementary Table 1,3440,MG1655,2428057,2428626
yebF:1930034-1930390:-,yebF,NC_000913.3,1930033,1930390,-,357,Supplementary Table 1,3441,MG1655,1930034,1930390
yeaO:1876909-1877256:+,yeaO,NC_000913.3,1876908,1877256,+,348,Supplementary Table 1,3442,MG1655,1876909,1877256
pldA:4004862-4005731:+,pldA,NC_000913.3,4004861,4005731,+,870,Supplementary Table 1,3443,MG1655,4004862,4005731
ybjH:884946-885230:-,ybjH,NC_000913.3,884945,885230,-,285,Supplementary Table 1,3444,MG1655,884946,885230
lolA:937372-937983:+,lolA,NC_000913.3,937371,937983,+,612,Supplementary Table 1,3445,MG1655,937372,937983
csrD:3401392-3403332:-,csrD,NC_000913.3,3401391,3403332,-,1941,Supplementary Table 1,3446,MG1655,3401392,3403332
cysJ:2890099-2891898:-,cysJ,NC_000913.3,2890098,2891898,-,1800,Supplementary Table 1,3447,MG1655,2890099,2891898
hycF:2844210-2844752:-,hycF,NC_000913.3,2844209,2844752,-,543,Supplementary Table 1,3448,MG1655,2844210,2844752
rhmT:2358863-2360152:-,rhmT,NC_000913.3,2358862,2360152,-,1290,Supplementary Table 1,3449,MG1655,2358863,2360152
yeaE:1864782-1865636:-,yeaE,NC_000913.3,1864781,1865636,-,855,Supplementary Table 1,3450,MG1655,1864782,1865636
yoeA:2068635-2068938:+,yoeA,NC_000913.3,2068634,2068938,+,304,Supplementary Table 1,3451,MG1655,2068635,2068938
yoeA:2070270-2070474:+,yoeA,NC_000913.3,2070269,2070474,+,205,Supplementary Table 1,3452,MG1655,2070270,2070474
ibpA:3867009-3867422:-,ibpA,NC_000913.3,3867008,3867422,-,414,Supplementary Table 1,3453,MG1655,3867009,3867422
trg:1492470-1494110:+,trg,NC_000913.3,1492469,1494110,+,1641,Supplementary Table 1,3454,MG1655,1492470,1494110
ydeE:1621332-1622519:+,ydeE,NC_000913.3,1621331,1622519,+,1188,Supplementary Table 1,3455,MG1655,1621332,1622519
pgrR:1391991-1392890:+,pgrR,NC_000913.3,1391990,1392890,+,900,Supplementary Table 1,3456,MG1655,1391991,1392890
ybgP:748979-749707:-,ybgP,NC_000913.3,748978,749707,-,729,Supplementary Table 1,3457,MG1655,748979,749707
ybhQ:824630-825040:+,ybhQ,NC_000913.3,824629,825040,+,411,Supplementary Table 1,3458,MG1655,824630,825040
yshB:4053647-4053757:-,yshB,NC_000913.3,4053646,4053757,-,111,Supplementary Table 1,3459,MG1655,4053647,4053757
lamB:4247971-4249311:+,lamB,NC_000913.3,4247970,4249311,+,1341,Supplementary Table 1,3460,MG1655,4247971,4249311
mhpF:372921-373871:+,mhpF,NC_000913.3,372920,373871,+,951,Supplementary Table 1,3461,MG1655,372921,373871
mntH:2511468-2512706:-,mntH,NC_000913.3,2511467,2512706,-,1239,Supplementary Table 1,3462,MG1655,2511468,2512706
sokC:16952-17006:+,sokC,NC_000913.3,16951,17006,+,55,Supplementary Table 1,3463,MG1655,16952,17006
yecH:1989251-1989490:-,yecH,NC_000913.3,1989250,1989490,-,240,Supplementary Table 1,3464,MG1655,1989251,1989490
waaY:3800267-3800965:-,waaY,NC_000913.3,3800266,3800965,-,699,Supplementary Table 1,3465,MG1655,3800267,3800965
lepA:2705325-2707124:-,lepA,NC_000913.3,2705324,2707124,-,1800,Supplementary Table 1,3466,MG1655,2705325,2707124
dcm:2030899-2032317:-,dcm,NC_000913.3,2030898,2032317,-,1419,Supplementary Table 1,3467,MG1655,2030899,2032317
eco:2303905-2304393:+,eco,NC_000913.3,2303904,2304393,+,489,Supplementary Table 1,3468,MG1655,2303905,2304393
proQ:1914836-1915534:-,proQ,NC_000913.3,1914835,1915534,-,699,Supplementary Table 1,3469,MG1655,1914836,1915534
yagP:297381-297719:-,yagP,NC_000913.3,297380,297719,-,339,Supplementary Table 1,3470,MG1655,297381,297719
insP:1503218-1503649:-,insP,NC_000913.3,1503217,1503649,-,432,Supplementary Table 1,3471,MG1655,1503218,1503649
rsmI:3292475-3293335:-,rsmI,NC_000913.3,3292474,3293335,-,861,Supplementary Table 1,3472,MG1655,3292475,3293335
argH:4156850-4158223:+,argH,NC_000913.3,4156849,4158223,+,1374,Supplementary Table 1,3473,MG1655,4156850,4158223
intK:1647174-1647356:-,intK,NC_000913.3,1647173,1647356,-,183,Supplementary Table 1,3474,MG1655,1647174,1647356
yfaL:2340417-2344169:-,yfaL,NC_000913.3,2340416,2344169,-,3753,Supplementary Table 1,3475,MG1655,2340417,2344169
rutD:1070965-1071765:-,rutD,NC_000913.3,1070964,1071765,-,801,Supplementary Table 1,3476,MG1655,1070965,1071765
ynfG:1662990-1663607:+,ynfG,NC_000913.3,1662989,1663607,+,618,Supplementary Table 1,3477,MG1655,1662990,1663607
moeB:864380-865129:-,moeB,NC_000913.3,864379,865129,-,750,Supplementary Table 1,3478,MG1655,864380,865129
dicB:1649609-1649797:+,dicB,NC_000913.3,1649608,1649797,+,189,Supplementary Table 1,3479,MG1655,1649609,1649797
rlmL:1007844-1009952:+,rlmL,NC_000913.3,1007843,1009952,+,2109,Supplementary Table 1,3480,MG1655,1007844,1009952
waaS:3804181-3805116:-,waaS,NC_000913.3,3804180,3805116,-,936,Supplementary Table 1,3481,MG1655,3804181,3805116
yegT:2178821-2180098:+,yegT,NC_000913.3,2178820,2180098,+,1278,Supplementary Table 1,3482,MG1655,2178821,2180098
yhbS:3300255-3300758:-,yhbS,NC_000913.3,3300254,3300758,-,504,Supplementary Table 1,3483,MG1655,3300255,3300758
yadD:146968-147870:+,yadD,NC_000913.3,146967,147870,+,903,Supplementary Table 1,3484,MG1655,146968,147870
yebO:1908261-1908548:-,yebO,NC_000913.3,1908260,1908548,-,288,Supplementary Table 1,3485,MG1655,1908261,1908548
yjaZ:4189786-4190325:+,yjaZ,NC_000913.3,4189785,4190325,+,540,Supplementary Table 1,3486,MG1655,4189786,4190325
yfiE:2714439-2715320:-,yfiE,NC_000913.3,2714438,2715320,-,882,Supplementary Table 1,3487,MG1655,2714439,2715320
ydiT:1782681-1782974:+,ydiT,NC_000913.3,1782680,1782974,+,294,Supplementary Table 1,3488,MG1655,1782681,1782974
aroF:2740080-2741150:-,aroF,NC_000913.3,2740079,2741150,-,1071,Supplementary Table 1,3489,MG1655,2740080,2741150
smrA:1405979-1406542:+,smrA,NC_000913.3,1405978,1406542,+,564,Supplementary Table 1,3490,MG1655,1405979,1406542
mdtB:2155263-2158385:+,mdtB,NC_000913.3,2155262,2158385,+,3123,Supplementary Table 1,3491,MG1655,2155263,2158385
pta:2414747-2416891:+,pta,NC_000913.3,2414746,2416891,+,2145,Supplementary Table 1,3492,MG1655,2414747,2416891
gltS:3827460-3828665:-,gltS,NC_000913.3,3827459,3828665,-,1206,Supplementary Table 1,3493,MG1655,3827460,3828665
ycbB:981047-982894:+,ycbB,NC_000913.3,981046,982894,+,1848,Supplementary Table 1,3494,MG1655,981047,982894
sdiA:1996110-1996832:-,sdiA,NC_000913.3,1996109,1996832,-,723,Supplementary Table 1,3495,MG1655,1996110,1996832
ybdH:632389-633477:-,ybdH,NC_000913.3,632388,633477,-,1089,Supplementary Table 1,3496,MG1655,632389,633477
ppdC:2962441-2962764:-,ppdC,NC_000913.3,2962440,2962764,-,324,Supplementary Table 1,3497,MG1655,2962441,2962764
csrC:4051036-4051280:+,csrC,NC_000913.3,4051035,4051280,+,245,Supplementary Table 1,3498,MG1655,4051036,4051280
agaW:3280701-3281075:+,agaW,NC_000913.3,3280700,3281075,+,375,Supplementary Table 1,3499,MG1655,3280701,3281075
narP:2290500-2291147:+,narP,NC_000913.3,2290499,2291147,+,648,Supplementary Table 1,3500,MG1655,2290500,2291147
rrsA:4035531-4037072:+,rrsA,NC_000913.3,4035530,4037072,+,1542,Supplementary Table 1,3501,MG1655,4035531,4037072
prpR:346857-348443:-,prpR,NC_000913.3,346856,348443,-,1587,Supplementary Table 1,3502,MG1655,346857,348443
argT:2427009-2427791:-,argT,NC_000913.3,2427008,2427791,-,783,Supplementary Table 1,3503,MG1655,2427009,2427791
yfeK:2537342-2537716:+,yfeK,NC_000913.3,2537341,2537716,+,375,Supplementary Table 1,3504,MG1655,2537342,2537716
ydhR:1746700-1747005:+,ydhR,NC_000913.3,1746699,1747005,+,306,Supplementary Table 1,3505,MG1655,1746700,1747005
mdtL:3891615-3892790:+,mdtL,NC_000913.3,3891614,3892790,+,1176,Supplementary Table 1,3506,MG1655,3891615,3892790
dhaM:1247696-1249114:-,dhaM,NC_000913.3,1247695,1249114,-,1419,Supplementary Table 1,3507,MG1655,1247696,1249114
ebgC:3225722-3226171:+,ebgC,NC_000913.3,3225721,3226171,+,450,Supplementary Table 1,3508,MG1655,3225722,3226171
ybiB:835248-836210:+,ybiB,NC_000913.3,835247,836210,+,963,Supplementary Table 1,3509,MG1655,835248,836210
yeiH:2249717-2250766:+,yeiH,NC_000913.3,2249716,2250766,+,1050,Supplementary Table 1,3510,MG1655,2249717,2250766
yggM:3098558-3099565:-,yggM,NC_000913.3,3098557,3099565,-,1008,Supplementary Table 1,3511,MG1655,3098558,3099565
mlaB:3336963-3337256:-,mlaB,NC_000913.3,3336962,3337256,-,294,Supplementary Table 1,3512,MG1655,3336963,3337256
pssA:2722727-2724082:+,pssA,NC_000913.3,2722726,2724082,+,1356,Supplementary Table 1,3513,MG1655,2722727,2724082
fadK:1783031-1784677:+,fadK,NC_000913.3,1783030,1784677,+,1647,Supplementary Table 1,3514,MG1655,1783031,1784677
ygdD:2941236-2941631:-,ygdD,NC_000913.3,2941235,2941631,-,396,Supplementary Table 1,3515,MG1655,2941236,2941631
yhfT:3506032-3507336:-,yhfT,NC_000913.3,3506031,3507336,-,1305,Supplementary Table 1,3516,MG1655,3506032,3507336
ydjN:1810934-1812325:+,ydjN,NC_000913.3,1810933,1812325,+,1392,Supplementary Table 1,3517,MG1655,1810934,1812325
yeeN:2056858-2057574:+,yeeN,NC_000913.3,2056857,2057574,+,717,Supplementary Table 1,3518,MG1655,2056858,2057574
ynaJ:1397365-1397622:+,ynaJ,NC_000913.3,1397364,1397622,+,258,Supplementary Table 1,3519,MG1655,1397365,1397622
acs:4285413-4287371:-,acs,NC_000913.3,4285412,4287371,-,1959,Supplementary Table 1,3520,MG1655,4285413,4287371
yrhC:3623887-3624237:+,yrhC,NC_000913.3,3623886,3624237,+,351,Supplementary Table 1,3521,MG1655,3623887,3624237
dsbA:4043418-4044044:+,dsbA,NC_000913.3,4043417,4044044,+,627,Supplementary Table 1,3522,MG1655,4043418,4044044
glk:2508461-2509426:-,glk,NC_000913.3,2508460,2509426,-,966,Supplementary Table 1,3523,MG1655,2508461,2509426
pheT:1795557-1797944:-,pheT,NC_000913.3,1795556,1797944,-,2388,Supplementary Table 1,3524,MG1655,1795557,1797944
ybjJ:886131-887339:-,ybjJ,NC_000913.3,886130,887339,-,1209,Supplementary Table 1,3525,MG1655,886131,887339
bamE:2753605-2753946:+,bamE,NC_000913.3,2753604,2753946,+,342,Supplementary Table 1,3526,MG1655,2753605,2753946
afuC:277756-278802:-,afuC,NC_000913.3,277755,278802,-,1047,Supplementary Table 1,3527,MG1655,277756,278802
thiM:2184513-2185301:-,thiM,NC_000913.3,2184512,2185301,-,789,Supplementary Table 1,3528,MG1655,2184513,2185301
ygiZ:3171879-3172211:-,ygiZ,NC_000913.3,3171878,3172211,-,333,Supplementary Table 1,3529,MG1655,3171879,3172211
yjeI:4372809-4373162:+,yjeI,NC_000913.3,4372808,4373162,+,354,Supplementary Table 1,3530,MG1655,4372809,4373162
rimO:876710-878035:-,rimO,NC_000913.3,876709,878035,-,1326,Supplementary Table 1,3531,MG1655,876710,878035
arnE:2372557-2372892:+,arnE,NC_000913.3,2372556,2372892,+,336,Supplementary Table 1,3532,MG1655,2372557,2372892
bacA:3203310-3204131:-,bacA,NC_000913.3,3203309,3204131,-,822,Supplementary Table 1,3533,MG1655,3203310,3204131
yehK:2203972-2204289:+,yehK,NC_000913.3,2203971,2204289,+,318,Supplementary Table 1,3534,MG1655,2203972,2204289
rydC:1491443-1491506:-,rydC,NC_000913.3,1491442,1491506,-,64,Supplementary Table 1,3535,MG1655,1491443,1491506
ybaA:476672-477025:+,ybaA,NC_000913.3,476671,477025,+,354,Supplementary Table 1,3536,MG1655,476672,477025
cdaR:182463-183620:+,cdaR,NC_000913.3,182462,183620,+,1158,Supplementary Table 1,3537,MG1655,182463,183620
qseB:3169828-3170487:+,qseB,NC_000913.3,3169827,3170487,+,660,Supplementary Table 1,3538,MG1655,3169828,3170487
dpiA:653862-654542:+,dpiA,NC_000913.3,653861,654542,+,681,Supplementary Table 1,3539,MG1655,653862,654542
creC:4636696-4638120:+,creC,NC_000913.3,4636695,4638120,+,1425,Supplementary Table 1,3540,MG1655,4636696,4638120
mltB:2824491-2825576:-,mltB,NC_000913.3,2824490,2825576,-,1086,Supplementary Table 1,3541,MG1655,2824491,2825576
bamB:2637474-2638652:-,bamB,NC_000913.3,2637473,2638652,-,1179,Supplementary Table 1,3542,MG1655,2637474,2638652
aat:926728-927432:-,aat,NC_000913.3,926727,927432,-,705,Supplementary Table 1,3543,MG1655,926728,927432
grxB:1123407-1124054:-,grxB,NC_000913.3,1123406,1124054,-,648,Supplementary Table 1,3544,MG1655,1123407,1124054
hofO:3521009-3521449:-,hofO,NC_000913.3,3521008,3521449,-,441,Supplementary Table 1,3545,MG1655,3521009,3521449
yahI:340165-341115:+,yahI,NC_000913.3,340164,341115,+,951,Supplementary Table 1,3546,MG1655,340165,341115
ybgK:744243-745175:+,ybgK,NC_000913.3,744242,745175,+,933,Supplementary Table 1,3547,MG1655,744243,745175
rplD:3451681-3452286:-,rplD,NC_000913.3,3451680,3452286,-,606,Supplementary Table 1,3548,MG1655,3451681,3452286
rlmB:4409275-4410006:+,rlmB,NC_000913.3,4409274,4410006,+,732,Supplementary Table 1,3549,MG1655,4409275,4410006
potI:897084-897929:+,potI,NC_000913.3,897083,897929,+,846,Supplementary Table 1,3550,MG1655,897084,897929
eutC:2556410-2557297:-,eutC,NC_000913.3,2556409,2557297,-,888,Supplementary Table 1,3551,MG1655,2556410,2557297
ribD:433455-434558:+,ribD,NC_000913.3,433454,434558,+,1104,Supplementary Table 1,3552,MG1655,433455,434558
ynfL:1668699-1669592:-,ynfL,NC_000913.3,1668698,1669592,-,894,Supplementary Table 1,3553,MG1655,1668699,1669592
